Fecha_Registro;Sede;Cliente;Convenio;Prestación;DescripcionExamen;Área;Cantidad;Monto Neto
2025-03-25;Maipú;Minera Norte SpA;Empresa;QUI-002;Perfil lipídico;Química Clínica;5;41562
2025-03-25;Maipú;Municipalidad Demo;Institucional;QUI-001;Perfil bioquímico;Química Clínica;6;86589
2025-03-25;Maipú;Isapre Cumbre;Isapre;QUI-001;Perfil bioquímico;Química Clínica;12;153144
2025-03-25;Viña del Mar;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;3;43326
2025-03-25;Viña del Mar;Constructora Pacífico Ltda.;Empresa;TOM-001;Toma de muestra domicilio;Servicios;9;62298
2025-03-25;Viña del Mar;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;1;10301
2025-03-25;Viña del Mar;Colegio San Martín;Empresa;MIC-002;Coprocultivo;Microbiología;7;64431
2025-03-25;Valparaíso;Particular;Particular;QUI-003;Glicemia;Química Clínica;6;26153
2025-03-25;Valparaíso;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;5;19381
2025-03-25;Valparaíso;Particular;Particular;INM-001;Vitamina D;Inmunología;1;15794
2025-03-25;Valparaíso;Particular;Particular;INM-003;Panel alergias;Inmunología;3;98490
2025-03-25;Concepción;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;7;68224
2025-03-25;Concepción;Particular;Particular;HEM-001;Hemograma completo;Hematología;9;81340
2025-03-25;Concepción;Logística del Sur S.A.;Empresa;END-002;Perfil tiroideo;Endocrinología;6;84815
2025-03-25;Antofagasta;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;12;157292
2025-03-25;Antofagasta;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;8;52514
2025-03-25;Antofagasta;Centro Deportivo Cordillera;Empresa;GEN-002;Panel genético básico;Biología Molecular;10;531649
2025-03-25;Antofagasta;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;9;527507
2025-03-26;Santiago Centro;Isapre Cumbre;Isapre;INM-001;Vitamina D;Inmunología;5;67426
2025-03-26;Santiago Centro;Minera Norte SpA;Empresa;MIC-003;Test rápido Streptococo;Microbiología;4;28480
2025-03-26;Santiago Centro;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;8;90049
2025-03-26;Santiago Centro;Isapre Andina;Isapre;HEM-002;Perfil de coagulación;Hematología;5;56633
2025-03-26;Santiago Centro;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;3;97145
2025-03-26;Santiago Centro;Seguro Vida Austral;Seguro;MIC-002;Coprocultivo;Microbiología;9;84557
2025-03-26;Santiago Centro;Logística del Sur S.A.;Empresa;QUI-003;Glicemia;Química Clínica;11;41827
2025-03-26;Santiago Centro;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;8;197892
2025-03-26;Santiago Centro;Constructora Pacífico Ltda.;Empresa;QUI-004;Perfil hepático;Química Clínica;9;88666
2025-03-26;Santiago Centro;Logística del Sur S.A.;Empresa;QUI-005;Creatinina;Química Clínica;9;35156
2025-03-26;Santiago Centro;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;8;71180
2025-03-26;Providencia;Colegio San Martín;Empresa;END-002;Perfil tiroideo;Endocrinología;11;158196
2025-03-26;Providencia;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;3;40992
2025-03-26;Providencia;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;6;332679
2025-03-26;Providencia;Logística del Sur S.A.;Empresa;QUI-001;Perfil bioquímico;Química Clínica;11;145787
2025-03-26;Providencia;Particular;Particular;ORI-001;Orina completa;Orina;5;27674
2025-03-26;Providencia;Constructora Pacífico Ltda.;Empresa;MIC-001;Urocultivo;Microbiología;1;8202
2025-03-26;Providencia;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;7;70575
2025-03-26;Providencia;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;3;28932
2025-03-26;Providencia;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;4;31092
2025-03-26;Las Condes;Particular;Particular;MIC-002;Coprocultivo;Microbiología;13;138574
2025-03-26;Las Condes;Particular;Particular;INM-001;Vitamina D;Inmunología;3;48059
2025-03-26;Las Condes;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;1;7332
2025-03-26;Las Condes;Isapre Andina;Isapre;IMG-002;Ecografía abdominal;Imagenología;8;252640
2025-03-26;Maipú;Logística del Sur S.A.;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;1;22367
2025-03-26;Maipú;Isapre Andina;Isapre;END-001;TSH;Endocrinología;3;22941
2025-03-26;Maipú;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;3;26390
2025-03-26;Viña del Mar;Particular;Particular;INM-001;Vitamina D;Inmunología;9;140022
2025-03-26;Viña del Mar;Seguro Vida Austral;Seguro;KIN-001;Electrocardiograma;Cardiología;8;90753
2025-03-26;Viña del Mar;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;7;31050
2025-03-26;Viña del Mar;Colegio San Martín;Empresa;HEM-002;Perfil de coagulación;Hematología;4;43533
2025-03-26;Viña del Mar;Particular;Particular;HEM-001;Hemograma completo;Hematología;3;26653
2025-03-26;Viña del Mar;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;12;210806
2025-03-26;Viña del Mar;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;3;47697
2025-03-26;Valparaíso;Isapre Cumbre;Isapre;IMG-003;Mamografía;Imagenología;4;100286
2025-03-26;Valparaíso;Seguro Vida Austral;Seguro;ORI-001;Orina completa;Orina;4;19213
2025-03-26;Valparaíso;Particular;Particular;INM-003;Panel alergias;Inmunología;1;30910
2025-03-26;Concepción;Particular;Particular;QUI-003;Glicemia;Química Clínica;6;25562
2025-03-26;Concepción;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;7;54408
2025-03-26;Concepción;Seguro Vida Austral;Seguro;QUI-003;Glicemia;Química Clínica;3;10707
2025-03-26;Concepción;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;7;103571
2025-03-26;Concepción;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;8;131507
2025-03-26;Antofagasta;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;8;112402
2025-03-26;Antofagasta;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;6;39708
2025-03-26;Antofagasta;Constructora Pacífico Ltda.;Empresa;INM-003;Panel alergias;Inmunología;2;58036
2025-03-26;Antofagasta;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;5;77870
2025-03-27;Santiago Centro;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;1;32910
2025-03-27;Santiago Centro;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;5;63121
2025-03-27;Santiago Centro;Particular;Particular;QUI-003;Glicemia;Química Clínica;4;16131
2025-03-27;Santiago Centro;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;6;47125
2025-03-27;Santiago Centro;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;11;99616
2025-03-27;Santiago Centro;Particular;Particular;INM-003;Panel alergias;Inmunología;2;65921
2025-03-27;Santiago Centro;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;5;21101
2025-03-27;Santiago Centro;Particular;Particular;QUI-005;Creatinina;Química Clínica;4;19157
2025-03-27;Santiago Centro;Particular;Particular;END-001;TSH;Endocrinología;6;49885
2025-03-27;Providencia;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;5;32094
2025-03-27;Providencia;Particular;Particular;END-001;TSH;Endocrinología;6;54572
2025-03-27;Providencia;Particular;Particular;INM-001;Vitamina D;Inmunología;1;15127
2025-03-27;Providencia;Minera Norte SpA;Empresa;GEN-002;Panel genético básico;Biología Molecular;3;149898
2025-03-27;Providencia;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;8;61182
2025-03-27;Providencia;Isapre Andina;Isapre;HEM-002;Perfil de coagulación;Hematología;6;63701
2025-03-27;Providencia;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;7;55701
2025-03-27;Las Condes;Seguro Vida Austral;Seguro;QUI-004;Perfil hepático;Química Clínica;4;40412
2025-03-27;Las Condes;Particular;Particular;HEM-001;Hemograma completo;Hematología;10;87054
2025-03-27;Las Condes;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;3;13835
2025-03-27;Las Condes;Constructora Pacífico Ltda.;Empresa;IMG-003;Mamografía;Imagenología;6;163605
2025-03-27;Las Condes;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;8;194924
2025-03-27;Las Condes;Particular;Particular;IMG-003;Mamografía;Imagenología;10;306046
2025-03-27;Maipú;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;11;110417
2025-03-27;Maipú;Seguro Vida Austral;Seguro;QUI-005;Creatinina;Química Clínica;7;29072
2025-03-27;Maipú;Minera Norte SpA;Empresa;END-003;Insulina basal;Endocrinología;8;72390
2025-03-27;Maipú;Constructora Pacífico Ltda.;Empresa;INM-002;PCR ultrasensible;Inmunología;2;13678
2025-03-27;Maipú;Isapre Cumbre;Isapre;END-001;TSH;Endocrinología;1;7466
2025-03-27;Viña del Mar;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;12;123081
2025-03-27;Viña del Mar;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;6;78317
2025-03-27;Viña del Mar;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;4;129891
2025-03-27;Viña del Mar;Isapre Andina;Isapre;END-003;Insulina basal;Endocrinología;5;44845
2025-03-27;Valparaíso;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;1;10176
2025-03-27;Valparaíso;Colegio San Martín;Empresa;IMG-003;Mamografía;Imagenología;6;153791
2025-03-27;Concepción;Particular;Particular;MIC-002;Coprocultivo;Microbiología;3;31296
2025-03-27;Concepción;Particular;Particular;QUI-005;Creatinina;Química Clínica;9;42003
2025-03-27;Concepción;Centro Deportivo Cordillera;Empresa;KIN-001;Electrocardiograma;Cardiología;7;80641
2025-03-27;Concepción;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;5;64470
2025-03-27;Antofagasta;Municipalidad Demo;Institucional;QUI-005;Creatinina;Química Clínica;8;35402
2025-03-27;Antofagasta;Isapre Andina;Isapre;GEN-002;Panel genético básico;Biología Molecular;7;372716
2025-03-27;Antofagasta;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;1;9394
2025-03-28;Santiago Centro;Isapre Andina;Isapre;IMG-001;Radiografía de tórax;Imagenología;12;195056
2025-03-28;Santiago Centro;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;1;33303
2025-03-28;Santiago Centro;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;6;343734
2025-03-28;Santiago Centro;Particular;Particular;MIC-001;Urocultivo;Microbiología;7;67445
2025-03-28;Santiago Centro;Isapre Andina;Isapre;HEM-002;Perfil de coagulación;Hematología;3;33248
2025-03-28;Santiago Centro;Logística del Sur S.A.;Empresa;END-002;Perfil tiroideo;Endocrinología;4;57377
2025-03-28;Santiago Centro;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;1;56677
2025-03-28;Santiago Centro;Seguro Vida Austral;Seguro;END-001;TSH;Endocrinología;3;24106
2025-03-28;Santiago Centro;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;1;35657
2025-03-28;Providencia;Fonasa;Institucional;END-001;TSH;Endocrinología;8;71100
2025-03-28;Providencia;Minera Norte SpA;Empresa;END-003;Insulina basal;Endocrinología;3;26021
2025-03-28;Providencia;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;9;103076
2025-03-28;Las Condes;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;3;41612
2025-03-28;Las Condes;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;3;36482
2025-03-28;Las Condes;Minera Norte SpA;Empresa;QUI-003;Glicemia;Química Clínica;4;15248
2025-03-28;Las Condes;Minera Norte SpA;Empresa;MIC-003;Test rápido Streptococo;Microbiología;4;29827
2025-03-28;Las Condes;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;3;52339
2025-03-28;Las Condes;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;4;31322
2025-03-28;Las Condes;Isapre Cumbre;Isapre;HEM-002;Perfil de coagulación;Hematología;3;32223
2025-03-28;Las Condes;Municipalidad Demo;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;7;176612
2025-03-28;Las Condes;Minera Norte SpA;Empresa;IMG-002;Ecografía abdominal;Imagenología;8;234124
2025-03-28;Las Condes;Constructora Pacífico Ltda.;Empresa;QUI-005;Creatinina;Química Clínica;7;29252
2025-03-28;Maipú;Seguro Vida Austral;Seguro;ORI-001;Orina completa;Orina;2;9398
2025-03-28;Maipú;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;5;96055
2025-03-28;Maipú;Particular;Particular;END-001;TSH;Endocrinología;3;26071
2025-03-28;Maipú;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;1;7837
2025-03-28;Viña del Mar;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;8;271891
2025-03-28;Viña del Mar;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;6;56775
2025-03-28;Viña del Mar;Isapre Cumbre;Isapre;QUI-005;Creatinina;Química Clínica;10;41355
2025-03-28;Valparaíso;Constructora Pacífico Ltda.;Empresa;MIC-003;Test rápido Streptococo;Microbiología;1;6874
2025-03-28;Valparaíso;Particular;Particular;END-003;Insulina basal;Endocrinología;6;61331
2025-03-28;Valparaíso;Isapre Andina;Isapre;QUI-002;Perfil lipídico;Química Clínica;9;81120
2025-03-28;Valparaíso;Particular;Particular;HEM-001;Hemograma completo;Hematología;7;60341
2025-03-28;Valparaíso;Minera Norte SpA;Empresa;QUI-001;Perfil bioquímico;Química Clínica;6;75265
2025-03-28;Concepción;Logística del Sur S.A.;Empresa;GEN-002;Panel genético básico;Biología Molecular;6;303269
2025-03-28;Concepción;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;4;34164
2025-03-28;Concepción;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;8;57795
2025-03-28;Concepción;Isapre Andina;Isapre;GEN-002;Panel genético básico;Biología Molecular;5;250597
2025-03-28;Antofagasta;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;1;7689
2025-03-28;Antofagasta;Minera Norte SpA;Empresa;MIC-001;Urocultivo;Microbiología;6;49492
2025-03-28;Antofagasta;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;10;72035
2025-03-29;Santiago Centro;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;3;23697
2025-03-29;Santiago Centro;Particular;Particular;END-001;TSH;Endocrinología;2;17790
2025-03-29;Santiago Centro;Isapre Cumbre;Isapre;QUI-002;Perfil lipídico;Química Clínica;1;8400
2025-03-29;Santiago Centro;Centro Deportivo Cordillera;Empresa;HEM-002;Perfil de coagulación;Hematología;4;42874
2025-03-29;Santiago Centro;Isapre Andina;Isapre;TOM-001;Toma de muestra domicilio;Servicios;4;26164
2025-03-29;Santiago Centro;Particular;Particular;QUI-003;Glicemia;Química Clínica;2;8478
2025-03-29;Santiago Centro;Isapre Cumbre;Isapre;HEM-001;Hemograma completo;Hematología;5;39168
2025-03-29;Santiago Centro;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;2;15097
2025-03-29;Providencia;Isapre Cumbre;Isapre;END-002;Perfil tiroideo;Endocrinología;1;14910
2025-03-29;Providencia;Isapre Cumbre;Isapre;MIC-003;Test rápido Streptococo;Microbiología;4;29520
2025-03-29;Providencia;Particular;Particular;IMG-003;Mamografía;Imagenología;5;146488
2025-03-29;Providencia;Particular;Particular;QUI-003;Glicemia;Química Clínica;4;16770
2025-03-29;Providencia;Particular;Particular;INM-003;Panel alergias;Inmunología;3;100188
2025-03-29;Providencia;Constructora Pacífico Ltda.;Empresa;QUI-004;Perfil hepático;Química Clínica;3;29652
2025-03-29;Providencia;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;2;116969
2025-03-29;Providencia;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;1;7808
2025-03-29;Las Condes;Particular;Particular;QUI-003;Glicemia;Química Clínica;6;25465
2025-03-29;Las Condes;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;6;47952
2025-03-29;Las Condes;Isapre Cumbre;Isapre;HEM-001;Hemograma completo;Hematología;2;15457
2025-03-29;Las Condes;Isapre Andina;Isapre;MIC-001;Urocultivo;Microbiología;1;8074
2025-03-29;Las Condes;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;3;54359
2025-03-29;Las Condes;Seguro Vida Austral;Seguro;GEN-002;Panel genético básico;Biología Molecular;2;100626
2025-03-29;Las Condes;Fonasa;Institucional;END-001;TSH;Endocrinología;6;50221
2025-03-29;Las Condes;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;1;33419
2025-03-29;Las Condes;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;5;283127
2025-03-29;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;4;233384
2025-03-29;Maipú;Particular;Particular;QUI-003;Glicemia;Química Clínica;4;16464
2025-03-29;Maipú;Minera Norte SpA;Empresa;INM-003;Panel alergias;Inmunología;3;88271
2025-03-29;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;3;169926
2025-03-29;Maipú;Isapre Andina;Isapre;END-003;Insulina basal;Endocrinología;4;36314
2025-03-29;Viña del Mar;Colegio San Martín;Empresa;QUI-005;Creatinina;Química Clínica;4;16157
2025-03-29;Viña del Mar;Particular;Particular;INM-003;Panel alergias;Inmunología;5;163361
2025-03-29;Viña del Mar;Isapre Andina;Isapre;QUI-001;Perfil bioquímico;Química Clínica;3;39374
2025-03-29;Viña del Mar;Colegio San Martín;Empresa;QUI-001;Perfil bioquímico;Química Clínica;4;52330
2025-03-29;Valparaíso;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;3;76593
2025-03-29;Valparaíso;Constructora Pacífico Ltda.;Empresa;INM-002;PCR ultrasensible;Inmunología;6;40798
2025-03-29;Valparaíso;Minera Norte SpA;Empresa;HEM-002;Perfil de coagulación;Hematología;2;22632
2025-03-29;Valparaíso;Minera Norte SpA;Empresa;HEM-001;Hemograma completo;Hematología;4;30932
2025-03-29;Concepción;Fonasa;Institucional;END-001;TSH;Endocrinología;3;26399
2025-03-29;Concepción;Constructora Pacífico Ltda.;Empresa;MIC-001;Urocultivo;Microbiología;2;16428
2025-03-29;Concepción;Minera Norte SpA;Empresa;QUI-004;Perfil hepático;Química Clínica;3;30615
2025-03-29;Concepción;Particular;Particular;IMG-003;Mamografía;Imagenología;5;142010
2025-03-29;Concepción;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;2;30613
2025-03-29;Concepción;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;1;16620
2025-03-29;Antofagasta;Municipalidad Demo;Institucional;END-003;Insulina basal;Endocrinología;4;40931
2025-03-29;Antofagasta;Isapre Andina;Isapre;END-003;Insulina basal;Endocrinología;4;34805
2025-03-30;Santiago Centro;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;1;6720
2025-03-30;Santiago Centro;Isapre Andina;Isapre;IMG-002;Ecografía abdominal;Imagenología;1;29258
2025-03-30;Providencia;Centro Deportivo Cordillera;Empresa;IMG-001;Radiografía de tórax;Imagenología;1;16660
2025-03-30;Providencia;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;1;15338
2025-03-30;Las Condes;Isapre Andina;Isapre;END-001;TSH;Endocrinología;1;7967
2025-03-30;Las Condes;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;2;14376
2025-03-30;Maipú;Isapre Cumbre;Isapre;END-002;Perfil tiroideo;Endocrinología;1;14434
2025-03-30;Maipú;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;1;59663
2025-03-30;Viña del Mar;Constructora Pacífico Ltda.;Empresa;TOM-001;Toma de muestra domicilio;Servicios;1;6508
2025-03-30;Viña del Mar;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;1;13151
2025-03-30;Valparaíso;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;1;13696
2025-03-30;Valparaíso;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;1;3982
2025-03-30;Concepción;Seguro Vida Austral;Seguro;MIC-003;Test rápido Streptococo;Microbiología;1;7282
2025-03-30;Concepción;Municipalidad Demo;Institucional;MIC-002;Coprocultivo;Microbiología;1;10840
2025-03-30;Antofagasta;Particular;Particular;INM-003;Panel alergias;Inmunología;1;33517
2025-03-30;Antofagasta;Centro Deportivo Cordillera;Empresa;HEM-001;Hemograma completo;Hematología;2;15279
2025-03-31;Santiago Centro;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;4;76109
2025-03-31;Santiago Centro;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;5;64985
2025-03-31;Santiago Centro;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;3;21142
2025-03-31;Santiago Centro;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;4;44650
2025-03-31;Santiago Centro;Minera Norte SpA;Empresa;HEM-002;Perfil de coagulación;Hematología;7;73385
2025-03-31;Santiago Centro;Isapre Andina;Isapre;QUI-003;Glicemia;Química Clínica;6;22805
2025-03-31;Santiago Centro;Municipalidad Demo;Institucional;GEN-002;Panel genético básico;Biología Molecular;5;294648
2025-03-31;Santiago Centro;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;6;57845
2025-03-31;Santiago Centro;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;5;71853
2025-03-31;Santiago Centro;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;8;123332
2025-03-31;Providencia;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;8;270941
2025-03-31;Providencia;Particular;Particular;INM-003;Panel alergias;Inmunología;7;237839
2025-03-31;Providencia;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;10;133506
2025-03-31;Providencia;Centro Deportivo Cordillera;Empresa;MIC-003;Test rápido Streptococo;Microbiología;8;56490
2025-03-31;Providencia;Particular;Particular;IMG-003;Mamografía;Imagenología;8;230428
2025-03-31;Providencia;Particular;Particular;END-001;TSH;Endocrinología;6;53093
2025-03-31;Las Condes;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;8;232015
2025-03-31;Las Condes;Colegio San Martín;Empresa;MIC-001;Urocultivo;Microbiología;3;24803
2025-03-31;Las Condes;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;11;148840
2025-03-31;Las Condes;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;2;32609
2025-03-31;Las Condes;Isapre Cumbre;Isapre;MIC-001;Urocultivo;Microbiología;7;55663
2025-03-31;Las Condes;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;2;58931
2025-03-31;Las Condes;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;2;9292
2025-03-31;Las Condes;Isapre Cumbre;Isapre;INM-003;Panel alergias;Inmunología;10;276515
2025-03-31;Maipú;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;7;114645
2025-03-31;Maipú;Particular;Particular;END-001;TSH;Endocrinología;1;9100
2025-03-31;Maipú;Isapre Cumbre;Isapre;IMG-002;Ecografía abdominal;Imagenología;10;295830
2025-03-31;Maipú;Isapre Cumbre;Isapre;MIC-002;Coprocultivo;Microbiología;6;57432
2025-03-31;Viña del Mar;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;1;9264
2025-03-31;Viña del Mar;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;6;99270
2025-03-31;Viña del Mar;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;4;69576
2025-03-31;Viña del Mar;Isapre Cumbre;Isapre;IMG-003;Mamografía;Imagenología;6;157830
2025-03-31;Valparaíso;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;7;89062
2025-03-31;Valparaíso;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;10;110780
2025-03-31;Valparaíso;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;9;150490
2025-03-31;Valparaíso;Particular;Particular;MIC-001;Urocultivo;Microbiología;5;44753
2025-03-31;Concepción;Fonasa;Institucional;ORI-001;Orina completa;Orina;12;64369
2025-03-31;Concepción;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;9;101156
2025-03-31;Concepción;Isapre Andina;Isapre;MIC-001;Urocultivo;Microbiología;8;66761
2025-03-31;Concepción;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;4;28731
2025-03-31;Concepción;Minera Norte SpA;Empresa;END-002;Perfil tiroideo;Endocrinología;7;99598
2025-03-31;Concepción;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;4;31896
2025-03-31;Antofagasta;Particular;Particular;HEM-001;Hemograma completo;Hematología;12;104936
2025-03-31;Antofagasta;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;5;84037
2025-03-31;Antofagasta;Particular;Particular;QUI-003;Glicemia;Química Clínica;6;24360
2025-03-31;Antofagasta;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;6;24865
2025-04-01;Santiago Centro;Minera Norte SpA;Empresa;MIC-002;Coprocultivo;Microbiología;6;54799
2025-04-01;Santiago Centro;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;8;201311
2025-04-01;Santiago Centro;Particular;Particular;INM-003;Panel alergias;Inmunología;8;260751
2025-04-01;Santiago Centro;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;8;261308
2025-04-01;Santiago Centro;Isapre Cumbre;Isapre;ORI-001;Orina completa;Orina;2;9346
2025-04-01;Santiago Centro;Minera Norte SpA;Empresa;IMG-002;Ecografía abdominal;Imagenología;7;217160
2025-04-01;Santiago Centro;Minera Norte SpA;Empresa;END-002;Perfil tiroideo;Endocrinología;3;44365
2025-04-01;Santiago Centro;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;6;72219
2025-04-01;Santiago Centro;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;7;49989
2025-04-01;Santiago Centro;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;5;48874
2025-04-01;Santiago Centro;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;6;28359
2025-04-01;Providencia;Minera Norte SpA;Empresa;MIC-002;Coprocultivo;Microbiología;10;97408
2025-04-01;Providencia;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;2;17243
2025-04-01;Providencia;Particular;Particular;END-001;TSH;Endocrinología;8;68898
2025-04-01;Providencia;Isapre Cumbre;Isapre;INM-002;PCR ultrasensible;Inmunología;5;35632
2025-04-01;Providencia;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;9;79865
2025-04-01;Providencia;Isapre Cumbre;Isapre;QUI-002;Perfil lipídico;Química Clínica;6;50685
2025-04-01;Las Condes;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;8;206612
2025-04-01;Las Condes;Particular;Particular;END-003;Insulina basal;Endocrinología;4;39509
2025-04-01;Las Condes;Municipalidad Demo;Institucional;MIC-003;Test rápido Streptococo;Microbiología;10;77498
2025-04-01;Las Condes;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;8;83097
2025-04-01;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;5;37730
